,id,gender,age,race,importance_same_race,importance_same_religion,field,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,movies,concerts,music,shopping,yoga,nb_match,mean_note_moyenne_o
92,92,male,26.0,latino/hispanic american,3.0,6.0,computer science,10.0,20.0,20.0,22.0,6.0,22.0,7.0,9.0,9.0,9.0,9.0,5.0,8.0,7.0,10.0,10.0,8.0,10.0,6.0,8.0,8.0,3.0,9.0,8.0,7.0,7.0,3.0,0,5.557058823529411
93,93,male,29.0,european/caucasian-american,4.0,1.0,climate-earth and environ. science,50.0,7.0,20.0,23.0,0.0,0.0,7.0,5.0,7.0,6.0,6.0,6.0,8.0,8.0,3.0,3.0,3.0,6.0,1.0,5.0,8.0,3.0,7.0,3.0,7.0,3.0,5.0,5,6.3064285714285715
94,94,male,39.0,european/caucasian-american,1.0,1.0,social work,40.0,20.0,15.0,20.0,0.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,3.0,3.0,5.0,1.0,7.0,7.0,3.0,8.0,6.0,8.0,2.0,7.0,2,5.524117647058823
95,95,male,28.0,european/caucasian-american,1.0,1.0,law,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,8.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,8.0,5.0,8,6.682352941176471
96,96,male,30.0,other,8.0,9.0,business,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.0,8.0,9.0,6.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,3.0,7.0,6.0,2.0,2,6.148
97,97,male,22.0,asian/pacific islander/asian-american,3.0,2.0,financial math,40.0,8.0,10.0,12.0,10.0,20.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,9.0,9.0,8.0,8.0,9.0,8.0,7.0,8.0,7.0,8.0,8.0,4.0,0,5.719375
98,98,male,32.0,european/caucasian-american,2.0,6.0,chemistry,30.0,10.0,30.0,20.0,10.0,0.0,8.0,5.0,7.0,10.0,9.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,9.0,3.0,5.0,5.0,2.0,1,5.3475
99,99,male,26.0,european/caucasian-american,8.0,9.0,business- mba,40.0,5.0,20.0,10.0,10.0,15.0,8.0,8.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,3.0,1,5.95875
100,100,male,27.0,european/caucasian-american,6.0,8.0,chemistry,20.0,15.0,25.0,15.0,20.0,5.0,9.0,8.0,7.0,9.0,9.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,7.0,6.0,8.0,3.0,7.0,5,6.308125
101,101,male,25.0,black/african american,1.0,1.0,law,30.0,15.0,20.0,20.0,0.0,5.0,8.0,7.0,9.0,8.0,6.0,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,7.0,4.0,7.0,5.0,5.0,8,6.669411764705883
102,102,male,22.0,latino/hispanic american,1.0,3.0,law,10.0,20.0,35.0,10.0,5.0,20.0,4.0,7.0,3.0,9.0,2.0,2.0,4.0,2.0,9.0,6.0,5.0,4.0,9.0,2.0,9.0,8.0,9.0,2.0,8.0,5.0,3.0,2,6.008823529411765
103,103,male,21.0,european/caucasian-american,1.0,1.0,religion,19.0,24.0,21.0,23.0,5.0,8.0,7.0,9.0,9.0,9.0,6.0,7.0,2.0,4.0,7.0,6.0,7.0,8.0,1.0,7.0,7.0,1.0,7.0,9.0,9.0,1.0,10.0,11,6.7875000000000005
104,104,male,24.0,european/caucasian-american,1.0,1.0,electrical engineering,10.0,20.0,35.0,20.0,0.0,15.0,4.0,8.0,3.0,7.0,2.0,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,4.0,6.0,2.0,2.0,4,6.131666666666667
105,105,male,25.0,asian/pacific islander/asian-american,1.0,1.0,film,15.0,10.0,30.0,10.0,5.0,30.0,6.0,9.0,8.0,9.0,8.0,2.0,1.0,2.0,10.0,10.0,10.0,1.0,2.0,2.0,10.0,5.0,10.0,10.0,10.0,5.0,3.0,8,6.352222222222222
106,106,male,28.0,european/caucasian-american,4.0,6.0,film,20.0,20.0,15.0,15.0,5.0,25.0,7.0,9.0,8.0,8.0,7.0,4.0,3.0,8.0,7.0,7.0,9.0,8.0,2.0,3.0,7.0,5.0,9.0,7.0,8.0,3.0,6.0,4,5.914375
107,107,male,27.0,asian/pacific islander/asian-american,7.0,1.0,business,20.0,20.0,20.0,20.0,10.0,10.0,5.0,8.0,5.0,8.0,5.0,9.0,9.0,7.0,9.0,10.0,9.0,9.0,1.0,5.0,9.0,5.0,9.0,8.0,5.0,3.0,5.0,0,5.86125
108,108,female,20.0,other,1.0,1.0,sociology,15.0,15.0,20.0,25.0,10.0,15.0,9.0,10.0,9.0,9.0,9.0,8.0,3.0,8.0,5.0,7.0,8.0,8.0,8.0,9.0,9.0,3.0,8.0,9.0,10.0,4.0,6.0,6,6.91375
109,109,female,21.0,european/caucasian-american,3.0,8.0,economics,15.0,15.0,25.0,25.0,15.0,5.0,8.0,10.0,10.0,8.0,9.0,5.0,3.0,7.0,10.0,9.0,8.0,7.0,2.0,6.0,8.0,7.0,10.0,9.0,10.0,10.0,7.0,3,6.11125
110,110,female,20.0,black/african american,2.0,4.0,economics; english,20.0,20.0,20.0,20.0,10.0,10.0,7.0,9.0,8.0,6.0,7.0,6.0,8.0,3.0,4.0,4.0,3.0,5.0,2.0,6.0,8.0,7.0,7.0,6.0,9.0,2.0,2.0,1,5.53
111,111,female,21.0,european/caucasian-american,10.0,7.0,psychology,20.0,10.0,30.0,20.0,15.0,5.0,8.0,7.0,8.0,9.0,8.0,2.0,2.0,8.0,7.0,3.0,3.0,1.0,1.0,8.0,10.0,2.0,6.0,4.0,7.0,8.0,1.0,3,6.347142857142857
112,112,female,21.0,european/caucasian-american,4.0,1.0,political science,15.0,15.0,25.0,25.0,20.0,0.0,8.0,9.0,8.0,9.0,9.0,5.0,4.0,3.0,10.0,10.0,10.0,6.0,4.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,4,6.20625
113,113,female,21.0,european/caucasian-american,8.0,10.0,economics; sociology,20.0,10.0,20.0,20.0,20.0,10.0,8.0,7.0,8.0,8.0,8.0,6.0,8.0,6.0,9.0,8.0,6.0,3.0,5.0,8.0,8.0,5.0,5.0,6.0,5.0,9.0,3.0,1,6.8500000000000005
114,114,female,19.0,latino/hispanic american,5.0,2.0,polish,50.0,15.0,10.0,10.0,10.0,5.0,8.0,10.0,10.0,10.0,10.0,8.0,5.0,8.0,9.0,9.0,9.0,5.0,8.0,10.0,9.0,5.0,9.0,10.0,10.0,7.0,8.0,5,6.483750000000001
115,115,female,20.0,latino/hispanic american,1.0,4.0,english,10.0,10.0,35.0,35.0,8.0,2.0,6.0,8.0,8.0,8.0,9.0,5.0,4.0,4.0,8.0,7.0,5.0,3.0,1.0,5.0,10.0,6.0,9.0,6.0,8.0,3.0,5.0,4,6.43625
116,116,female,21.0,european/caucasian-american,8.0,1.0,psychology and english,35.0,15.0,5.0,30.0,15.0,0.0,2.0,9.0,9.0,7.0,9.0,2.0,2.0,6.0,10.0,6.0,10.0,6.0,4.0,7.0,7.0,8.0,10.0,10.0,10.0,10.0,4.0,0,5.32875
117,117,male,22.0,other,1.0,1.0,law,40.0,15.0,10.0,20.0,5.0,10.0,7.0,10.0,8.0,8.0,8.0,7.0,9.0,7.0,9.0,7.0,6.0,5.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,5.0,4.0,3,7.587777777777778
118,118,male,18.0,asian/pacific islander/asian-american,3.0,5.0,biomedical engineering,50.0,10.0,20.0,5.0,5.0,10.0,8.0,7.0,7.0,7.0,8.0,9.0,9.0,8.0,8.0,3.0,2.0,5.0,5.0,6.0,2.0,7.0,7.0,7.0,7.0,7.0,5.0,0,6.438750000000001
119,119,male,22.0,asian/pacific islander/asian-american,1.0,1.0,economics and political science,40.0,10.0,10.0,10.0,10.0,20.0,8.0,8.0,10.0,10.0,10.0,5.0,5.0,8.0,10.0,8.0,8.0,6.0,5.0,8.0,8.0,6.0,9.0,9.0,8.0,8.0,7.0,0,4.80375
120,120,male,21.0,european/caucasian-american,3.0,1.0,art history/medicine,20.0,15.0,20.0,15.0,12.0,18.0,9.0,6.0,10.0,9.0,10.0,3.0,1.0,9.0,10.0,9.0,10.0,1.0,1.0,10.0,9.0,2.0,9.0,9.0,9.0,10.0,7.0,7,7.693333333333334
121,121,male,22.0,european/caucasian-american,7.0,5.0,philosophy,25.0,40.0,15.0,10.0,5.0,5.0,9.0,10.0,9.0,9.0,9.0,10.0,8.0,7.0,8.0,8.0,7.0,5.0,2.0,7.0,10.0,5.0,8.0,9.0,10.0,6.0,7.0,2,6.898888888888889
122,122,male,22.0,european/caucasian-american,1.0,1.0,mechanical engineering,25.0,25.0,25.0,15.0,5.0,5.0,8.0,8.0,9.0,9.0,8.0,10.0,8.0,8.0,8.0,5.0,3.0,5.0,5.0,6.0,1.0,7.0,5.0,8.0,7.0,5.0,10.0,4,5.862222222222222
123,123,male,21.0,european/caucasian-american,3.0,1.0,engineering,40.0,15.0,10.0,20.0,10.0,5.0,8.0,7.0,7.0,8.0,7.0,8.0,7.0,7.0,6.0,4.0,4.0,8.0,7.0,3.0,5.0,3.0,8.0,10.0,10.0,2.0,2.0,6,7.112500000000001
124,124,male,19.0,asian/pacific islander/asian-american,4.0,1.0,computer science,25.0,10.0,20.0,20.0,10.0,15.0,4.0,6.0,4.0,6.0,6.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,6.0,4.0,8.0,7.0,8.0,7.0,6.0,5.0,3.0,0,5.5683333333333325
125,125,female,27.0,european/caucasian-american,10.0,1.0,finance,16.67,16.67,16.67,16.67,16.67,16.67,8.0,10.0,10.0,9.0,10.0,7.0,2.0,10.0,5.0,7.0,7.0,9.0,1.0,1.0,5.0,9.0,10.0,3.0,10.0,1.0,10.0,1,5.9681750000000005
126,126,female,24.0,asian/pacific islander/asian-american,8.0,6.0,electrical engineering,12.77,19.15,17.02,17.02,14.89,19.15,6.0,8.0,7.0,8.0,7.0,8.0,7.0,6.0,7.0,10.0,8.0,10.0,4.0,3.0,6.0,4.0,7.0,10.0,9.0,7.0,6.0,0,6.32312
127,127,female,23.0,european/caucasian-american,8.0,10.0,marine geophysics,6.67,20.0,20.0,17.78,20.0,15.56,7.0,8.0,8.0,8.0,8.0,7.0,4.0,4.0,8.0,9.0,6.0,7.0,8.0,6.0,8.0,5.0,5.0,7.0,8.0,8.0,8.0,1,6.06644
128,128,female,26.0,european/caucasian-american,9.0,6.0,theory,18.18,22.73,18.18,13.64,13.64,13.64,9.0,10.0,7.0,9.0,6.0,3.0,1.0,1.0,1.0,9.0,9.0,10.0,1.0,7.0,7.0,1.0,7.0,10.0,10.0,2.0,9.0,2,5.630475000000001
129,129,male,26.0,asian/pacific islander/asian-american,1.0,1.0,business,17.39,17.39,15.22,17.39,13.04,19.57,7.0,9.0,8.0,9.0,8.0,6.0,1.0,8.0,8.0,4.0,4.0,1.0,5.0,7.0,4.0,7.0,9.0,9.0,10.0,8.0,3.0,1,6.449733333333334
130,130,male,32.0,european/caucasian-american,9.0,6.0,mba,20.0,20.0,20.0,20.0,6.67,13.33,8.0,8.0,8.0,8.0,8.0,7.0,2.0,9.0,8.0,6.0,6.0,1.0,7.0,7.0,9.0,9.0,9.0,2.0,9.0,6.0,2.0,1,6.381466666666668
131,131,male,37.0,asian/pacific islander/asian-american,6.0,1.0,engineering,18.75,16.67,18.75,20.83,12.5,12.5,8.0,8.0,9.0,9.0,6.0,7.0,5.0,8.0,10.0,9.0,9.0,6.0,5.0,6.0,10.0,8.0,10.0,8.0,9.0,7.0,8.0,0,5.426566666666667
132,132,male,29.0,european/caucasian-american,5.0,5.0,mba,18.6,16.28,18.6,18.6,11.63,16.28,7.0,7.0,9.0,8.0,8.0,8.0,6.0,8.0,9.0,5.0,5.0,5.0,5.0,7.0,9.0,6.0,6.0,4.0,5.0,4.0,3.0,2,7.0583
133,133,male,28.0,latino/hispanic american,4.0,4.0,mba,20.83,20.83,16.67,16.67,6.25,18.75,7.0,9.0,8.0,8.0,6.0,10.0,10.0,3.0,9.0,5.0,5.0,7.0,5.0,7.0,3.0,8.0,10.0,8.0,9.0,6.0,6.0,1,5.088266666666667
134,134,female,24.0,european/caucasian-american,1.0,4.0,political science,14.29,14.29,21.43,21.43,19.05,9.52,9.0,9.0,9.0,10.0,7.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,14.0,7.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,7,6.27653076923077
135,135,female,33.0,european/caucasian-american,6.0,2.0,law,8.33,20.83,20.83,14.58,16.67,18.75,7.0,10.0,7.0,8.0,7.0,4.0,5.0,6.0,8.0,9.0,9.0,6.0,4.0,8.0,9.0,5.0,7.0,7.0,7.0,6.0,4.0,0,5.501592307692308
136,136,female,23.0,european/caucasian-american,5.0,2.0,nutrition/genetics,16.0,16.0,16.0,18.0,18.0,16.0,7.0,8.0,8.0,9.0,9.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,7.0,9.0,8.0,7.0,4.0,1,6.350092857142857
137,137,female,24.0,european/caucasian-american,9.0,7.0,neuroscience,11.36,18.18,22.73,18.18,11.36,18.18,5.0,5.0,7.0,9.0,7.0,2.0,1.0,2.0,9.0,9.0,5.0,2.0,2.0,1.0,8.0,10.0,10.0,5.0,8.0,9.0,2.0,0,5.796478571428572
138,138,female,36.0,european/caucasian-american,1.0,7.0,comparative literature,18.18,18.18,18.18,18.18,13.64,13.64,8.0,8.0,8.0,8.0,8.0,5.0,2.0,5.0,5.0,8.0,8.0,3.0,1.0,3.0,10.0,8.0,8.0,5.0,8.0,8.0,3.0,1,5.514207142857144
139,139,female,26.0,asian/pacific islander/asian-american,3.0,3.0,business,18.0,18.0,20.0,18.0,16.0,10.0,8.0,7.0,8.0,9.0,7.0,8.0,7.0,8.0,9.0,9.0,9.0,5.0,2.0,8.0,10.0,8.0,8.0,6.0,6.0,7.0,10.0,5,6.133792857142858
140,140,female,27.0,asian/pacific islander/asian-american,7.0,4.0,business,15.09,16.98,16.98,18.87,18.87,13.21,8.0,9.0,9.0,9.0,8.0,7.0,4.0,6.0,9.0,9.0,9.0,5.0,2.0,1.0,10.0,10.0,9.0,5.0,7.0,9.0,7.0,1,6.03075
141,141,female,28.0,european/caucasian-american,3.0,3.0,international relations,8.51,19.15,19.15,19.15,19.15,14.89,8.0,8.0,8.0,8.0,8.0,8.0,4.0,5.0,8.0,8.0,8.0,8.0,3.0,6.0,6.0,6.0,8.0,7.0,10.0,9.0,8.0,5,6.208857142857143
142,142,female,31.0,european/caucasian-american,3.0,3.0,history of religion,12.0,20.0,20.0,20.0,14.0,14.0,7.0,9.0,8.0,9.0,8.0,5.0,1.0,3.0,5.0,3.0,3.0,9.0,1.0,5.0,7.0,1.0,7.0,5.0,4.0,2.0,10.0,2,6.581766666666667
143,143,female,28.0,european/caucasian-american,1.0,2.0,international affairs - economic development,14.55,16.36,18.18,18.18,16.36,16.36,9.0,10.0,10.0,10.0,8.0,5.0,1.0,8.0,10.0,9.0,8.0,8.0,4.0,1.0,8.0,1.0,8.0,9.0,10.0,7.0,7.0,2,6.767776923076923
144,144,female,27.0,asian/pacific islander/asian-american,2.0,3.0,political science,14.0,20.0,20.0,14.0,18.0,14.0,7.0,9.0,8.0,10.0,8.0,4.0,1.0,4.0,8.0,9.0,8.0,5.0,5.0,7.0,10.0,5.0,10.0,9.0,9.0,7.0,1.0,3,6.102784615384616
145,145,female,28.0,asian/pacific islander/asian-american,1.0,1.0,modern chinese literature,9.76,19.51,19.51,14.63,19.51,17.07,7.0,7.0,6.0,7.0,6.0,8.0,5.0,7.0,7.0,7.0,6.0,6.0,5.0,7.0,10.0,6.0,9.0,7.0,7.0,8.0,5.0,3,5.847961538461538
146,146,female,27.0,european/caucasian-american,8.0,3.0,mba,15.38,17.31,17.31,17.31,17.31,15.38,8.0,9.0,9.0,9.0,9.0,10.0,7.0,8.0,8.0,6.0,6.0,6.0,1.0,6.0,8.0,7.0,8.0,6.0,6.0,3.0,2.0,7,6.61005
147,147,female,27.0,european/caucasian-american,5.0,1.0,business,15.09,18.87,18.87,16.98,16.98,13.21,7.0,10.0,6.0,8.0,9.0,2.0,1.0,10.0,10.0,7.0,8.0,5.0,1.0,1.0,10.0,4.0,9.0,5.0,7.0,7.0,4.0,1,6.063792307692308
148,148,female,30.0,black/african american,1.0,1.0,business,14.0,18.0,16.0,18.0,18.0,16.0,8.0,10.0,10.0,9.0,10.0,3.0,7.0,10.0,10.0,10.0,10.0,8.0,7.0,9.0,10.0,10.0,10.0,10.0,10.0,7.0,8.0,4,6.61556
149,149,female,28.0,asian/pacific islander/asian-american,5.0,3.0,business; marketing,14.29,16.33,16.33,18.37,18.37,16.33,7.0,8.0,9.0,8.0,9.0,8.0,7.0,8.0,8.0,6.0,6.0,9.0,2.0,9.0,7.0,4.0,7.0,5.0,6.0,6.0,3.0,1,6.4813
150,150,male,23.0,european/caucasian-american,3.0,4.0,physics [astrophysics],19.05,19.05,19.05,19.05,9.52,14.29,7.0,9.0,7.0,9.0,6.0,2.0,4.0,4.0,6.0,7.0,4.0,7.0,7.0,6.0,8.0,6.0,8.0,4.0,9.0,5.0,1.0,0,4.998550000000001
151,151,male,28.0,european/caucasian-american,7.0,2.0,physics,15.91,20.45,20.45,20.45,11.36,11.36,5.0,9.0,8.0,9.0,7.0,7.0,7.0,6.0,9.0,9.0,8.0,6.0,4.0,5.0,8.0,7.0,9.0,8.0,9.0,7.0,2.0,2,5.688291666666667
152,152,male,29.0,black/african american,3.0,4.0,business/ finance/ real estate,16.0,18.0,18.0,18.0,14.0,16.0,8.0,8.0,9.0,8.0,9.0,9.0,8.0,10.0,6.0,6.0,4.0,3.0,4.0,8.0,6.0,3.0,9.0,6.0,9.0,3.0,2.0,3,6.50301875
153,153,male,22.0,european/caucasian-american,6.0,2.0,biochemistry,16.67,18.75,18.75,18.75,18.75,8.33,8.0,7.0,9.0,9.0,7.0,9.0,9.0,9.0,8.0,7.0,6.0,7.0,7.0,9.0,9.0,8.0,8.0,6.0,9.0,6.0,2.0,2,6.5605
154,154,male,27.0,asian/pacific islander/asian-american,1.0,1.0,biochemistry,15.22,15.22,19.57,17.39,13.04,19.57,7.0,8.0,7.0,9.0,8.0,3.0,3.0,3.0,8.0,7.0,7.0,6.0,2.0,8.0,5.0,4.0,9.0,10.0,10.0,7.0,3.0,2,5.7161928571428575
155,155,male,26.0,european/caucasian-american,1.0,1.0,art education,12.0,20.0,20.0,20.0,16.0,12.0,7.0,8.0,8.0,9.0,7.0,6.0,2.0,2.0,4.0,8.0,8.0,4.0,1.0,1.0,8.0,1.0,6.0,4.0,6.0,2.0,1.0,3,6.21418
156,156,male,27.0,european/caucasian-american,1.0,1.0,philosophy,20.51,23.08,20.51,17.95,2.56,15.38,7.0,9.0,6.0,9.0,4.0,7.0,5.0,5.0,6.0,7.0,7.0,7.0,1.0,3.0,7.0,2.0,6.0,4.0,6.0,2.0,2.0,2,6.311450000000001
157,157,male,30.0,european/caucasian-american,4.0,7.0,american studies [masters],16.67,12.5,20.83,18.75,12.5,18.75,8.0,6.0,7.0,9.0,2.0,3.0,1.0,6.0,6.0,7.0,7.0,2.0,1.0,1.0,10.0,8.0,8.0,5.0,5.0,2.0,2.0,3,5.566121428571429
158,158,male,26.0,other,1.0,9.0,business,27.78,19.44,19.44,27.78,2.78,2.78,7.0,7.0,7.0,7.0,7.0,5.0,5.0,9.0,4.0,4.0,2.0,5.0,1.0,3.0,9.0,1.0,8.0,7.0,10.0,1.0,7.0,3,6.025399999999999
159,159,male,23.0,european/caucasian-american,1.0,1.0,biology,18.6,13.95,18.6,16.28,16.28,16.28,6.0,7.0,7.0,7.0,5.0,9.0,9.0,8.0,6.0,8.0,8.0,9.0,2.0,5.0,6.0,5.0,8.0,6.0,7.0,3.0,2.0,3,5.76975
160,160,male,23.0,asian/pacific islander/asian-american,1.0,1.0,cell biology,11.11,17.78,17.78,17.78,17.78,17.78,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,3.0,3.0,3.0,1,5.6817
161,161,male,28.0,european/caucasian-american,2.0,3.0,microbiology,17.78,20.0,17.78,15.56,15.56,13.33,7.0,9.0,7.0,8.0,7.0,10.0,7.0,8.0,9.0,9.0,7.0,7.0,1.0,6.0,4.0,2.0,6.0,8.0,8.0,4.0,4.0,5,6.845521428571429
162,162,male,28.0,asian/pacific islander/asian-american,2.0,1.0,biochemistry,16.28,20.93,18.6,18.6,13.95,11.63,7.0,8.0,6.0,9.0,8.0,2.0,1.0,8.0,8.0,8.0,8.0,5.0,3.0,1.0,9.0,8.0,8.0,6.0,8.0,4.0,5.0,0,5.644028571428572
163,163,male,29.0,european/caucasian-american,1.0,1.0,finance,19.57,10.87,19.57,19.57,19.57,10.87,10.0,10.0,10.0,10.0,10.0,8.0,2.0,8.0,8.0,5.0,5.0,5.0,2.0,8.0,9.0,6.0,9.0,4.0,9.0,7.0,1.0,4,5.97225
164,164,male,27.0,european/caucasian-american,5.0,7.0,business,17.78,17.78,22.22,20.0,15.56,6.67,5.0,6.0,9.0,8.0,9.0,7.0,8.0,7.0,8.0,4.0,5.0,5.0,6.0,8.0,7.0,4.0,8.0,8.0,7.0,6.0,3.0,5,6.610246666666667
165,165,male,22.0,european/caucasian-american,5.0,7.0,math,18.37,18.37,20.41,20.41,16.33,6.12,7.0,9.0,9.0,9.0,9.0,10.0,8.0,9.0,6.0,5.0,6.0,7.0,4.0,8.0,7.0,4.0,6.0,9.0,10.0,3.0,6.0,5,6.349307142857143
166,166,female,29.0,asian/pacific islander/asian-american,1.0,1.0,international affairs/finance,9.52,23.81,16.67,16.67,16.67,16.67,9.0,10.0,8.0,8.0,6.0,5.0,4.0,6.0,6.0,8.0,8.0,4.0,4.0,6.0,8.0,4.0,5.0,9.0,9.0,6.0,5.0,2,5.479050000000001
167,167,female,23.0,other,5.0,8.0,international affairs,12.24,20.41,16.33,14.29,20.41,16.33,7.0,10.0,8.0,8.0,9.0,8.0,2.0,6.0,8.0,7.0,7.0,3.0,3.0,6.0,6.0,5.0,5.0,6.0,9.0,5.0,3.0,3,5.8574222222222225
168,168,female,28.0,asian/pacific islander/asian-american,10.0,1.0,mba,13.04,21.74,19.57,17.39,15.22,13.04,6.0,9.0,7.0,8.0,6.0,7.0,6.0,5.0,10.0,10.0,9.0,7.0,4.0,4.0,5.0,5.0,8.0,8.0,8.0,6.0,3.0,3,6.1272375
169,169,female,22.0,european/caucasian-american,8.0,3.0,international affairs/international finance,15.09,16.98,16.98,16.98,18.87,15.09,9.0,9.0,8.0,9.0,9.0,5.0,9.0,6.0,8.0,6.0,4.0,2.0,3.0,7.0,9.0,7.0,7.0,3.0,4.0,5.0,1.0,0,5.9212625
170,170,female,35.0,asian/pacific islander/asian-american,5.0,5.0,health policy,15.22,17.39,17.39,17.39,15.22,17.39,9.0,9.0,7.0,8.0,7.0,3.0,4.0,7.0,9.0,8.0,8.0,8.0,2.0,9.0,8.0,8.0,8.0,8.0,9.0,6.0,8.0,1,5.730442857142857
171,171,female,30.0,latino/hispanic american,5.0,1.0,english and comp lit,19.15,21.28,17.02,17.02,12.77,12.77,8.0,10.0,6.0,8.0,10.0,5.0,5.0,10.0,10.0,7.0,7.0,5.0,1.0,7.0,10.0,1.0,8.0,7.0,9.0,10.0,9.0,1,7.089144444444446
172,172,female,24.0,asian/pacific islander/asian-american,2.0,2.0,international finance and business,15.38,17.31,17.31,19.23,13.46,17.31,9.0,9.0,10.0,9.0,9.0,7.0,7.0,5.0,9.0,5.0,5.0,8.0,5.0,9.0,6.0,7.0,9.0,7.0,8.0,9.0,7.0,2,6.538285714285714
173,173,female,22.0,black/african american,7.0,8.0,sociomedical sciences- school of public health,15.38,19.23,19.23,17.31,17.31,11.54,9.0,9.0,9.0,9.0,9.0,3.0,6.0,5.0,9.0,9.0,9.0,6.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,5,6.494814285714286
174,174,female,22.0,black/african american,7.0,5.0,epidemiology,16.07,17.86,17.86,17.86,17.86,12.5,8.0,8.0,8.0,8.0,10.0,5.0,6.0,2.0,8.0,3.0,2.0,1.0,4.0,1.0,7.0,8.0,6.0,4.0,10.0,8.0,1.0,0,5.9767
175,175,female,24.0,european/caucasian-american,1.0,1.0,social work,20.0,22.5,17.5,22.5,10.0,7.5,9.0,7.0,9.0,9.0,7.0,9.0,6.0,8.0,9.0,8.0,8.0,9.0,9.0,9.0,7.0,8.0,9.0,9.0,10.0,8.0,1.0,1,5.753355555555555
176,176,male,34.0,european/caucasian-american,1.0,1.0,international business,16.67,16.67,16.67,16.67,16.67,16.67,6.0,10.0,7.0,9.0,5.0,5.0,2.0,4.0,8.0,8.0,7.0,8.0,3.0,8.0,8.0,3.0,8.0,5.0,6.0,2.0,8.0,4,6.0947555555555555
177,177,male,25.0,asian/pacific islander/asian-american,3.0,4.0,statistics,16.98,15.09,16.98,16.98,18.87,15.09,10.0,10.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,9.0,6.0,7.0,8.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,1,4.937911111111111
178,178,male,24.0,asian/pacific islander/asian-american,4.0,3.0,medical informatics,19.44,19.44,22.22,16.67,11.11,11.11,4.0,8.0,4.0,7.0,6.0,5.0,1.0,4.0,9.0,5.0,3.0,6.0,1.0,1.0,6.0,7.0,7.0,8.0,8.0,6.0,3.0,3,5.795388888888889
179,179,male,26.0,european/caucasian-american,10.0,5.0,international finance; economic policy,16.98,16.98,18.87,16.98,13.21,16.98,8.0,9.0,7.0,10.0,7.0,3.0,5.0,10.0,5.0,10.0,10.0,1.0,2.0,1.0,10.0,5.0,8.0,10.0,10.0,1.0,1.0,1,4.9129875
180,180,male,21.0,european/caucasian-american,1.0,1.0,electrical engineering,15.56,11.11,22.22,15.56,20.0,15.56,7.0,5.0,7.0,10.0,10.0,2.0,1.0,5.0,10.0,8.0,8.0,5.0,7.0,5.0,7.0,3.0,5.0,5.0,7.0,7.0,3.0,1,5.164333333333334
181,181,male,27.0,other,6.0,1.0,law and social work,16.98,16.98,16.98,16.98,16.98,15.09,8.0,8.0,8.0,8.0,9.0,8.0,7.0,8.0,5.0,7.0,7.0,7.0,7.0,7.0,9.0,5.0,9.0,7.0,8.0,4.0,7.0,0,5.556466666666667
182,182,male,25.0,european/caucasian-american,1.0,1.0,international development,15.56,20.0,20.0,20.0,13.33,11.11,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,3.0,2.0,2.0,6.0,5.0,9.0,8.0,2.0,7.0,9.0,10.0,3.0,1.0,3,5.96554
183,183,male,28.0,european/caucasian-american,6.0,1.0,business,20.45,20.45,20.45,18.18,18.18,2.27,7.0,7.0,6.0,7.0,8.0,8.0,1.0,7.0,8.0,6.0,6.0,6.0,1.0,8.0,7.0,3.0,8.0,4.0,7.0,1.0,7.0,2,6.15622
